cluster
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
1.0
-1.0
0.0
2.0
-1.0
0.0
2.0
-1.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
0.0
0.0
0.0
0.0
-1.0
-1.0
-1.0
1.0
-1.0
0.0
-1.0
0.0
-1.0
0.0
-1.0
-1.0
1.0
-1.0
-1.0
0.0
2.0
0.0
-1.0
-1.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
0.0
-1.0
-1.0
0.0
0.0
-1.0
0.0
-1.0
-1.0
-1.0
1.0
-1.0
0.0
0.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
3.0
3.0
3.0
4.0
3.0
5.0
6.0
4.0
3.0
3.0
3.0
3.0
6.0
6.0
3.0
3.0
3.0
3.0
3.0
5.0
6.0
3.0
3.0
3.0
3.0
3.0
-1.0
6.0
3.0
3.0
3.0
3.0
3.0
5.0
6.0
3.0
3.0
3.0
3.0
3.0
5.0
6.0
3.0
3.0
4.0
3.0
3.0
5.0
6.0
3.0
3.0
3.0
3.0
3.0
5.0
6.0
3.0
3.0
3.0
3.0
-1.0
6.0
6.0
3.0
3.0
7.0
7.0
-1.0
-1.0
-1.0
7.0
7.0
-1.0
-1.0
-1.0
8.0
-1.0
9.0
-1.0
10.0
-1.0
-1.0
8.0
-1.0
8.0
-1.0
9.0
-1.0
8.0
8.0
-1.0
10.0
-1.0
-1.0
-1.0
7.0
7.0
7.0
7.0
7.0
11.0
7.0
7.0
7.0
7.0
7.0
12.0
1.0
8.0
13.0
13.0
14.0
8.0
13.0
13.0
15.0
6.0
13.0
8.0
8.0
13.0
16.0
8.0
8.0
13.0
7.0
10.0
6.0
13.0
8.0
8.0
13.0
16.0
8.0
13.0
8.0
15.0
10.0
-1.0
1.0
-1.0
14.0
8.0
13.0
13.0
-1.0
14.0
1.0
1.0
8.0
13.0
7.0
8.0
8.0
7.0
12.0
6.0
13.0
16.0
-1.0
8.0
8.0
13.0
8.0
8.0
13.0
15.0
-1.0
1.0
17.0
-1.0
8.0
8.0
8.0
8.0
8.0
12.0
1.0
8.0
8.0
13.0
13.0
13.0
13.0
7.0
12.0
1.0
13.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
18.0
18.0
18.0
12.0
6.0
18.0
18.0
18.0
18.0
18.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
6.0
7.0
19.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
4.0
7.0
12.0
6.0
4.0
7.0
7.0
7.0
7.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
4.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
4.0
6.0
6.0
7.0
7.0
7.0
7.0
4.0
6.0
6.0
7.0
7.0
7.0
4.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
19.0
19.0
7.0
7.0
19.0
12.0
6.0
19.0
19.0
4.0
19.0
19.0
12.0
6.0
7.0
19.0
19.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
19.0
19.0
12.0
6.0
4.0
19.0
19.0
19.0
4.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
20.0
20.0
7.0
7.0
20.0
12.0
6.0
20.0
20.0
20.0
20.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
6.0
20.0
20.0
20.0
20.0
20.0
12.0
6.0
20.0
20.0
20.0
20.0
20.0
12.0
6.0
7.0
7.0
7.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
19.0
7.0
12.0
6.0
19.0
19.0
19.0
20.0
7.0
12.0
6.0
19.0
19.0
19.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
7.0
19.0
12.0
6.0
19.0
7.0
19.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
19.0
20.0
6.0
6.0
19.0
19.0
19.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
19.0
19.0
12.0
6.0
13.0
8.0
13.0
8.0
16.0
19.0
8.0
8.0
-1.0
10.0
1.0
19.0
8.0
13.0
13.0
8.0
8.0
8.0
10.0
6.0
1.0
8.0
8.0
14.0
8.0
8.0
10.0
1.0
19.0
8.0
8.0
8.0
8.0
10.0
1.0
16.0
8.0
8.0
8.0
14.0
6.0
1.0
8.0
8.0
19.0
8.0
4.0
6.0
6.0
19.0
8.0
8.0
14.0
8.0
10.0
6.0
8.0
8.0
8.0
8.0
8.0
10.0
1.0
19.0
19.0
19.0
19.0
19.0
12.0
8.0
13.0
8.0
8.0
13.0
13.0
8.0
13.0
8.0
-1.0
-1.0
1.0
8.0
13.0
13.0
8.0
-1.0
14.0
13.0
8.0
8.0
21.0
13.0
10.0
1.0
8.0
13.0
13.0
13.0
8.0
13.0
8.0
13.0
21.0
8.0
10.0
1.0
8.0
13.0
13.0
8.0
13.0
8.0
13.0
8.0
8.0
13.0
10.0
1.0
-1.0
14.0
13.0
8.0
13.0
8.0
13.0
8.0
-1.0
14.0
17.0
1.0
1.0
13.0
8.0
8.0
7.0
8.0
13.0
13.0
8.0
8.0
7.0
10.0
1.0
8.0
13.0
8.0
13.0
8.0
8.0
13.0
8.0
13.0
10.0
-1.0
1.0
21.0
8.0
13.0
8.0
8.0
13.0
8.0
13.0
13.0
8.0
10.0
1.0
8.0
13.0
8.0
13.0
13.0
8.0
13.0
8.0
13.0
10.0
15.0
1.0
22.0
22.0
7.0
7.0
22.0
11.0
6.0
20.0
12.0
6.0
19.0
8.0
7.0
8.0
8.0
8.0
13.0
10.0
15.0
17.0
1.0
8.0
8.0
8.0
8.0
8.0
12.0
17.0
8.0
8.0
16.0
8.0
16.0
13.0
7.0
8.0
16.0
10.0
1.0
17.0
7.0
8.0
4.0
7.0
20.0
12.0
6.0
20.0
20.0
20.0
7.0
7.0
12.0
6.0
7.0
7.0
7.0
7.0
4.0
6.0
6.0
7.0
7.0
7.0
7.0
4.0
6.0
6.0
20.0
20.0
20.0
4.0
20.0
12.0
6.0
20.0
20.0
20.0
20.0
20.0
12.0
6.0
7.0
7.0
7.0
7.0
7.0
12.0
7.0
13.0
9.0
7.0
8.0
13.0
8.0
8.0
23.0
10.0
-1.0
1.0
17.0
23.0
7.0
7.0
8.0
-1.0
14.0
23.0
8.0
-1.0
8.0
-1.0
-1.0
1.0
8.0
23.0
8.0
13.0
8.0
21.0
8.0
8.0
11.0
6.0
7.0
7.0
13.0
7.0
7.0
11.0
6.0
14.0
7.0
-1.0
8.0
8.0
7.0
-1.0
6.0
6.0
8.0
23.0
8.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
8.0
13.0
21.0
8.0
8.0
13.0
-1.0
-1.0
1.0
17.0
-1.0
8.0
13.0
8.0
-1.0
14.0
21.0
8.0
21.0
13.0
-1.0
-1.0
1.0
17.0
8.0
21.0
8.0
8.0
8.0
8.0
21.0
-1.0
17.0
21.0
8.0
8.0
8.0
8.0
13.0
15.0
10.0
-1.0
-1.0
-1.0
8.0
8.0
13.0
8.0
14.0
1.0
1.0
17.0
8.0
8.0
7.0
8.0
8.0
13.0
10.0
15.0
1.0
17.0
8.0
8.0
8.0
8.0
21.0
13.0
15.0
10.0
-1.0
-1.0
8.0
13.0
13.0
8.0
8.0
21.0
8.0
7.0
15.0
1.0
8.0
8.0
8.0
21.0
8.0
13.0
15.0
-1.0
1.0
-1.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
24.0
11.0
6.0
7.0
7.0
7.0
-1.0
7.0
-1.0
6.0
25.0
7.0
7.0
7.0
7.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
8.0
23.0
13.0
26.0
-1.0
13.0
8.0
9.0
8.0
13.0
10.0
-1.0
-1.0
17.0
1.0
13.0
8.0
13.0
26.0
8.0
26.0
8.0
23.0
23.0
13.0
8.0
8.0
13.0
26.0
-1.0
1.0
13.0
26.0
26.0
8.0
23.0
23.0
26.0
26.0
13.0
8.0
13.0
10.0
-1.0
-1.0
1.0
13.0
8.0
8.0
21.0
13.0
-1.0
-1.0
8.0
13.0
8.0
26.0
-1.0
10.0
1.0
17.0
13.0
8.0
13.0
8.0
23.0
26.0
23.0
26.0
8.0
13.0
8.0
13.0
-1.0
15.0
1.0
-1.0
26.0
8.0
13.0
8.0
9.0
8.0
7.0
8.0
7.0
-1.0
14.0
1.0
6.0
8.0
8.0
9.0
8.0
9.0
8.0
26.0
-1.0
-1.0
1.0
1.0
-1.0
26.0
8.0
26.0
8.0
8.0
26.0
-1.0
-1.0
23.0
8.0
10.0
-1.0
1.0
-1.0
8.0
8.0
23.0
26.0
13.0
26.0
13.0
26.0
8.0
10.0
-1.0
-1.0
13.0
7.0
7.0
7.0
8.0
23.0
8.0
9.0
8.0
8.0
10.0
6.0
8.0
23.0
-1.0
8.0
-1.0
8.0
23.0
-1.0
8.0
10.0
-1.0
-1.0
-1.0
-1.0
23.0
8.0
8.0
8.0
8.0
23.0
8.0
9.0
-1.0
15.0
10.0
-1.0
1.0
-1.0
8.0
8.0
9.0
8.0
23.0
8.0
9.0
8.0
23.0
15.0
-1.0
-1.0
-1.0
8.0
9.0
-1.0
8.0
8.0
14.0
1.0
-1.0
17.0
8.0
13.0
8.0
7.0
-1.0
8.0
8.0
13.0
23.0
8.0
10.0
-1.0
8.0
23.0
21.0
13.0
23.0
8.0
8.0
8.0
21.0
8.0
10.0
-1.0
1.0
21.0
8.0
23.0
23.0
21.0
13.0
8.0
23.0
23.0
8.0
8.0
10.0
1.0
8.0
8.0
8.0
21.0
8.0
21.0
8.0
10.0
1.0
8.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
8.0
8.0
8.0
8.0
9.0
-1.0
-1.0
-1.0
1.0
8.0
9.0
9.0
8.0
-1.0
9.0
8.0
8.0
10.0
-1.0
-1.0
-1.0
8.0
8.0
-1.0
8.0
8.0
7.0
-1.0
10.0
1.0
8.0
8.0
7.0
8.0
8.0
8.0
7.0
10.0
-1.0
1.0
-1.0
7.0
8.0
8.0
8.0
-1.0
1.0
17.0
1.0
8.0
8.0
8.0
7.0
8.0
8.0
7.0
10.0
-1.0
1.0
-1.0
8.0
8.0
8.0
8.0
8.0
-1.0
10.0
-1.0
1.0
8.0
21.0
8.0
8.0
8.0
8.0
-1.0
10.0
1.0
8.0
8.0
8.0
13.0
8.0
8.0
15.0
10.0
1.0
7.0
-1.0
-1.0
-1.0
8.0
-1.0
2.0
-1.0
13.0
2.0
10.0
-1.0
-1.0
-1.0
-1.0
2.0
23.0
2.0
-1.0
2.0
26.0
-1.0
2.0
26.0
2.0
23.0
10.0
1.0
-1.0
2.0
2.0
-1.0
2.0
26.0
26.0
2.0
2.0
-1.0
10.0
-1.0
2.0
26.0
26.0
2.0
-1.0
-1.0
-1.0
-1.0
26.0
2.0
-1.0
26.0
10.0
-1.0
1.0
2.0
23.0
-1.0
2.0
-1.0
2.0
26.0
-1.0
23.0
26.0
-1.0
-1.0
2.0
-1.0
10.0
-1.0
1.0
2.0
-1.0
26.0
2.0
2.0
23.0
2.0
-1.0
-1.0
-1.0
-1.0
1.0
1.0
26.0
2.0
26.0
2.0
-1.0
-1.0
2.0
26.0
-1.0
-1.0
1.0
-1.0
1.0
2.0
2.0
26.0
2.0
-1.0
-1.0
26.0
11.0
1.0
26.0
-1.0
23.0
26.0
2.0
-1.0
26.0
2.0
26.0
26.0
23.0
10.0
-1.0
6.0
-1.0
-1.0
-1.0
-1.0
-1.0
5.0
7.0
7.0
7.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
8.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
25.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
25.0
6.0
6.0
7.0
7.0
7.0
7.0
25.0
6.0
6.0
7.0
7.0
7.0
25.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
22.0
11.0
7.0
9.0
8.0
7.0
7.0
7.0
11.0
6.0
8.0
7.0
25.0
8.0
7.0
11.0
6.0
23.0
8.0
13.0
7.0
7.0
7.0
7.0
10.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
25.0
7.0
7.0
7.0
25.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
-1.0
13.0
-1.0
-1.0
13.0
11.0
6.0
13.0
-1.0
8.0
-1.0
13.0
7.0
-1.0
6.0
13.0
-1.0
-1.0
7.0
7.0
11.0
6.0
13.0
13.0
7.0
7.0
7.0
-1.0
-1.0
6.0
25.0
7.0
13.0
13.0
25.0
6.0
6.0
6.0
8.0
13.0
13.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
25.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
25.0
7.0
11.0
6.0
25.0
7.0
7.0
7.0
7.0
6.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
13.0
-1.0
8.0
7.0
7.0
11.0
6.0
13.0
26.0
13.0
7.0
7.0
11.0
6.0
13.0
8.0
13.0
-1.0
7.0
11.0
6.0
7.0
7.0
25.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
25.0
6.0
6.0
7.0
7.0
7.0
7.0
25.0
6.0
6.0
7.0
7.0
7.0
25.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
7.0
7.0
7.0
7.0
11.0
6.0
7.0
19.0
19.0
19.0
19.0
12.0
6.0
8.0
19.0
19.0
19.0
19.0
12.0
6.0
19.0
19.0
19.0
19.0
19.0
12.0
6.0
